year,country,region,happiness_score,generosity,healthy_life_expectancy,perceptions_of_corruption,gdp_per_capita,freedom_to_make_life_choices,social_support,temperature
2017,Myanmar,Southeast Asia,4.545000076,0.838075161,0.397522569,0.188816205,0.36711055,0.514492035,1.123235941,23.94
2018,Myanmar,Southeast Asia,4.308,0.598,0.429,0.178,0.682,0.58,1.174,23.7
2019,Myanmar,Southeast Asia,4.36,0.566,0.555,0.172,0.71,0.525,1.181,24.2
2020,Myanmar,Southeast Asia,4.308000088,0.569813728,0.495443076,0.187530354,0.67809093,0.597478867,1.098178267,24.08
2021,Myanmar,Southeast Asia,4.426,0.52,0.341,0.178,0.666,0.601,0.713,24.11
2022,Myanmar,Southeast Asia,4.394,0.452,0.491,0.194,1.038,0.513,0.829,23.96
2016,Namibia,Sub-Saharan Africa,4.574,0.07795,0.34745,0.10398,0.93287,0.48614,0.70362,
2017,Namibia,Sub-Saharan Africa,4.573999882,0.077133745,0.338611811,0.093146972,0.964434326,0.520303547,1.098470807,
2018,Namibia,Sub-Saharan Africa,4.441,0.051,0.365,0.064,0.874,0.519,1.281,
2019,Namibia,Sub-Saharan Africa,4.639,0.07,0.477,0.056,0.879,0.401,1.313,
2020,Namibia,Sub-Saharan Africa,4.571100235,0.076454483,0.40687117,0.054320343,0.84008199,0.444598973,1.245738149,
2021,Namibia,Sub-Saharan Africa,4.574,0.091,0.262,0.059,0.882,0.411,0.801,
2022,Namibia,Sub-Saharan Africa,4.459,0.067,0.354,0.071,1.292,0.384,0.877,
2015,Nepal,South Asia,4.514,0.32296,0.56874,0.05907,0.35997,0.38282,0.86449,14.08
2016,Nepal,South Asia,4.793,0.3816,0.50073,0.07008,0.44626,0.37012,0.69699,14.77
2017,Nepal,South Asia,4.961999893,0.394096166,0.504130781,0.072975546,0.479820192,0.440305948,1.179283261,14.53
2018,Nepal,South Asia,4.88,0.302,0.539,0.078,0.425,0.526,1.228,14.26
2019,Nepal,South Asia,4.913,0.285,0.677,0.089,0.446,0.439,1.226,14.08
2020,Nepal,South Asia,5.137199879,0.300971806,0.66887939,0.127502963,0.444050372,0.480608255,1.100789309,13.89
2021,Nepal,South Asia,5.269,0.287,0.496,0.135,0.519,0.488,0.702,14.29
2022,Nepal,South Asia,5.377,0.237,0.499,0.13,0.984,0.519,0.784,14.39
2015,Netherlands,Western Europe,7.378,0.4761,0.89284,0.31814,1.32944,0.61576,1.28017,10.89
2016,Netherlands,Western Europe,7.339,0.47416,0.81231,0.29927,1.46468,0.55211,1.02912,10.67
2017,Netherlands,Western Europe,7.376999855,0.47048983,0.810696125,0.282661825,1.503944635,0.585384488,1.428939223,10.91
2018,Netherlands,Western Europe,7.441,0.333,0.878,0.295,1.361,0.638,1.488,11.41
2019,Netherlands,Western Europe,7.488,0.322,0.999,0.298,1.396,0.557,1.522,11.26
2020,Netherlands,Western Europe,7.448900223,0.336317569,0.975675344,0.368569762,1.338946342,0.61362648,1.463645935,11.69
2021,Netherlands,Western Europe,7.464,0.302,0.753,0.384,1.501,0.647,1.079,10.41
2022,Netherlands,Western Europe,7.415,0.271,0.787,0.419,1.945,0.651,1.206,11.72
2015,New Zealand,North America and ANZ,7.286,0.47501,0.90837,0.42922,1.25018,0.63938,1.31967,10.39
2016,New Zealand,North America and ANZ,7.334,0.49401,0.83096,0.41904,1.36066,0.58147,1.17278,11.1
2017,New Zealand,North America and ANZ,7.31400013,0.500005126,0.816759706,0.382816702,1.405706048,0.61406213,1.548195124,10.89
2018,New Zealand,North America and ANZ,7.324,0.365,0.876,0.389,1.268,0.669,1.601,11.05
2019,New Zealand,North America and ANZ,7.307,0.33,1.026,0.38,1.303,0.585,1.557,10.9
2020,New Zealand,North America and ANZ,7.299600124,0.325726211,1.008138299,0.461268276,1.242317915,0.646789908,1.48721838,10.87
2021,New Zealand,North America and ANZ,7.277,0.276,0.785,0.445,1.4,0.665,1.094,11.18
2022,New Zealand,North America and ANZ,7.2,0.245,0.752,0.483,1.852,0.68,1.235,11.66
2015,Nicaragua,Latin America and Caribbean,5.828,0.27815,0.74314,0.19317,0.59325,0.55475,1.14184,26.22
2016,Nicaragua,Latin America and Caribbean,5.992,0.29773,0.65213,0.16292,0.69384,0.46582,0.89521,26.24
2017,Nicaragua,Latin America and Caribbean,6.071000099,0.301674217,0.653095961,0.130687982,0.737299204,0.447551847,1.28721571,26.09
2018,Nicaragua,Latin America and Caribbean,6.141,0.208,0.7,0.128,0.668,0.527,1.319,25.64
2019,Nicaragua,Latin America and Caribbean,6.105,0.2,0.835,0.127,0.694,0.435,1.325,26.02
2020,Nicaragua,Latin America and Caribbean,6.13710022,0.212871477,0.803093255,0.174084574,0.620033145,0.560117304,1.27081275,26.26
2021,Nicaragua,Latin America and Caribbean,5.972,0.201,0.604,0.176,0.693,0.553,0.904,26.09
2022,Nicaragua,Latin America and Caribbean,6.165,0.168,0.617,0.212,1.105,0.617,1.029,25.81
2015,Niger,Sub-Saharan Africa,3.845,0.19387,0.29707,0.15639,0.0694,0.47692,0.77265,27.92
2016,Niger,Sub-Saharan Africa,3.856,0.2097,0.26162,0.17176,0.1327,0.38041,0.6053,28.54
2017,Niger,Sub-Saharan Africa,4.027999878,0.228673846,0.268505007,0.138572946,0.161925331,0.363658696,0.993025005,28.0
2018,Niger,Sub-Saharan Africa,4.166,0.175,0.221,0.099,0.131,0.39,0.867,28.13
2019,Niger,Sub-Saharan Africa,4.628,0.188,0.366,0.102,0.138,0.318,0.774,27.87
2020,Niger,Sub-Saharan Africa,4.909599781,0.208176896,0.298816353,0.137554765,0.108330332,0.435311615,0.703800142,27.85
2021,Niger,Sub-Saharan Africa,5.074,0.2,0.167,0.157,0.162,0.516,0.402,28.09
2022,Niger,Sub-Saharan Africa,5.003,0.165,0.326,0.145,0.57,0.571,0.56,27.61
2015,Nigeria,Sub-Saharan Africa,5.268,0.27233,0.16007,0.0403,0.65435,0.34334,0.90432,27.38
2016,Nigeria,Sub-Saharan Africa,4.875,0.23219,0.05108,0.0305,0.75216,0.27854,0.64498,27.79
2017,Nigeria,Sub-Saharan Africa,5.073999882,0.230947196,0.05691573,0.026121566,0.783756256,0.394952565,1.215770483,27.46
2018,Nigeria,Sub-Saharan Africa,5.155,0.201,0.048,0.032,0.689,0.462,1.172,27.41
2019,Nigeria,Sub-Saharan Africa,5.265,0.215,0.245,0.041,0.696,0.426,1.111,27.29
2020,Nigeria,Sub-Saharan Africa,4.724100113,0.221328124,0.167835936,0.047589935,0.645901859,0.435079455,0.986717939,27.43
2021,Nigeria,Sub-Saharan Africa,4.759,0.212,0.051,0.039,0.663,0.433,0.625,27.67
2022,Nigeria,Sub-Saharan Africa,4.552,0.175,0.3,0.038,1.079,0.444,0.732,27.15
2015,North Cyprus,Western Europe,5.695,0.26169,0.92356,0.1428,1.20806,0.49027,1.07008,
2016,North Cyprus,Western Europe,5.771,0.26322,0.84142,0.16578,1.31141,0.43596,0.81826,
2017,North Cyprus,Western Europe,5.809999943,0.266845703,0.834647238,0.155353352,1.346911311,0.471203625,1.186303377,
2020,North Cyprus,Western Europe,5.53550005,0.199160054,1.026124597,0.199802905,1.21279943,0.477885723,1.183089137,
2021,North Cyprus,Western Europe,5.536,0.196,0.801,0.2,1.377,0.503,0.806,
2022,North Cyprus,Western Europe,5.467,0.13,0.819,0.213,1.815,0.523,0.888,
2015,North Macedonia,Central and Eastern Europe,5.007,0.22359,0.73545,0.05327,0.91851,0.33457,1.00232,
2016,North Macedonia,Central and Eastern Europe,5.121,0.23507,0.64738,0.07047,1.0193,0.27668,0.78236,
2017,North Macedonia,Central and Eastern Europe,5.175000191,0.253760964,0.644948184,0.060277794,1.064577937,0.325905979,1.207893014,
2018,North Macedonia,Central and Eastern Europe,5.185,0.173,0.691,0.052,0.959,0.394,1.239,
2019,North Macedonia,Central and Eastern Europe,5.274,0.185,0.838,0.034,0.983,0.345,1.294,
2020,North Macedonia,Central and Eastern Europe,5.159800053,0.18586354,0.802994132,0.024595059,0.935371995,0.410224587,1.183173537,
2021,North Macedonia,Central and Eastern Europe,5.101,0.212,0.535,0.022,1.068,0.45,0.772,
2022,North Macedonia,Central and Eastern Europe,5.199,0.215,0.637,0.031,1.505,0.488,0.863,
2015,Norway,Western Europe,7.522,0.34699,0.88521,0.36503,1.459,0.66973,1.33095,2.93
2016,Norway,Western Europe,7.498,0.37895,0.79579,0.35776,1.57744,0.59609,1.1269,2.61
2017,Norway,Western Europe,7.537000179,0.362012237,0.796666503,0.315963835,1.616463184,0.635422587,1.53352356,2.28
2018,Norway,Western Europe,7.594,0.286,0.861,0.34,1.456,0.686,1.582,2.53
2019,Norway,Western Europe,7.554,0.271,1.028,0.341,1.488,0.603,1.582,2.27
2020,Norway,Western Europe,7.487999916,0.287985086,1.008071899,0.434100568,1.42420733,0.670200884,1.495172501,3.39
2021,Norway,Western Europe,7.392,0.249,0.782,0.427,1.543,0.703,1.108,2.11
2022,Norway,Western Europe,7.365,0.217,0.786,0.474,1.997,0.728,1.239,2.88
2015,Oman,Middle East and North Africa,6.853,0.21542,0.76276,0.32524,1.36011,0.63274,1.08182,28.11
2015,Pakistan,South Asia,5.194,0.33671,0.51466,0.10464,0.59543,0.12102,0.41411,21.54
2016,Pakistan,South Asia,5.132,0.31185,0.40306,0.1388,0.68816,0.14622,0.26135,22.17
2017,Pakistan,South Asia,5.269000053,0.315446019,0.402047783,0.124348067,0.726883531,0.235215262,0.67269069,21.93
2018,Pakistan,South Asia,5.472,0.216,0.424,0.113,0.652,0.334,0.81,22.24
2019,Pakistan,South Asia,5.653,0.22,0.535,0.098,0.677,0.313,0.886,21.37
2020,Pakistan,South Asia,5.69329977,0.228705063,0.469933242,0.122592121,0.616799474,0.405421734,0.872979581,21.18
2021,Pakistan,South Asia,4.934,0.252,0.322,0.097,0.637,0.418,0.423,22.03
2022,Pakistan,South Asia,4.516,0.181,0.374,0.112,1.049,0.448,0.413,22.23
2015,Palestinian Territories,Middle East and North Africa,4.715,0.11251,0.66015,0.12905,0.59867,0.24499,0.92558,
2016,Palestinian Territories,Middle East and North Africa,4.754,0.11154,0.56844,0.10613,0.67024,0.17744,0.71629,
2017,Palestinian Territories,Middle East and North Africa,4.775000095,0.114173174,0.565666974,0.089282602,0.716249228,0.254711062,1.155647159,
2018,Palestinian Territories,Middle East and North Africa,4.743,0.086,0.602,0.076,0.642,0.266,1.217,
2019,Palestinian Territories,Middle East and North Africa,4.696,0.103,0.672,0.066,0.657,0.225,1.247,
2020,Palestinian Territories,Middle East and North Africa,4.552800179,0.091816261,0.613826573,0.071913652,0.587819219,0.29870075,1.194755554,
2021,Palestinian Territories,Middle East and North Africa,4.517,0.082,0.434,0.075,0.646,0.33,0.819,
2022,Palestinian Territories,Middle East and North Africa,4.483,0.073,0.521,0.079,1.148,0.336,0.957,
2015,Panama,Latin America and Caribbean,6.786,0.24434,0.79661,0.0927,1.06353,0.5421,1.1985,26.06
2016,Panama,Latin America and Caribbean,6.701,0.2418,0.70835,0.08423,1.18306,0.48927,0.98912,26.05
2017,Panama,Latin America and Caribbean,6.452000141,0.210556939,0.706156135,0.070983924,1.233748436,0.550026834,1.373192549,25.63
2018,Panama,Latin America and Caribbean,6.43,0.125,0.759,0.063,1.112,0.597,1.438,25.56
2019,Panama,Latin America and Caribbean,6.321,0.109,0.91,0.054,1.149,0.516,1.442,25.9
2020,Panama,Latin America and Caribbean,6.304800034,0.097207308,0.878546536,0.054230526,1.097667813,0.57984978,1.376149297,25.89
2021,Panama,Latin America and Caribbean,6.18,0.079,0.667,0.053,1.298,0.596,0.976,25.59
2022,Panama,Latin America and Caribbean,6.309,0.049,0.709,0.051,1.715,0.592,1.107,25.33
2015,Paraguay,Latin America and Caribbean,5.878,0.3424,0.66098,0.08242,0.75985,0.53899,1.30477,24.56
2016,Paraguay,Latin America and Caribbean,5.538,0.25296,0.58295,0.07396,0.89373,0.46235,1.11111,23.55
2017,Paraguay,Latin America and Caribbean,5.493000031,0.224150658,0.579250693,0.091065913,0.932537317,0.473507792,1.50728488,24.35
2018,Paraguay,Latin America and Caribbean,5.681,0.162,0.615,0.074,0.835,0.541,1.522,23.74
2019,Paraguay,Latin America and Caribbean,5.743,0.184,0.777,0.08,0.855,0.514,1.475,24.25
2020,Paraguay,Latin America and Caribbean,5.692100048,0.204299241,0.735869646,0.065077379,0.897990823,0.586510062,1.36819756,24.62
2021,Paraguay,Latin America and Caribbean,5.653,0.206,0.549,0.037,0.983,0.602,0.97,24.01
2022,Paraguay,Latin America and Caribbean,5.578,0.171,0.624,0.059,1.409,0.629,1.13,23.86
2015,Peru,Latin America and Caribbean,5.824,0.14982,0.73017,0.05989,0.90019,0.41496,0.97459,20.28
2016,Peru,Latin America and Caribbean,5.743,0.14527,0.62994,0.05292,0.99602,0.37502,0.81255,20.22
2017,Peru,Latin America and Caribbean,5.715000153,0.126819715,0.630166113,0.047049087,1.035225272,0.450002879,1.218770385,19.99
2018,Peru,Latin America and Caribbean,5.663,0.092,0.674,0.034,0.934,0.53,1.249,19.59
2019,Peru,Latin America and Caribbean,5.697,0.083,0.854,0.027,0.96,0.455,1.274,19.9
2020,Peru,Latin America and Caribbean,5.796800137,0.091611817,0.824444175,0.02703266,0.91854918,0.513210058,1.208405972,19.96
2021,Peru,Latin America and Caribbean,5.84,0.087,0.623,0.031,0.986,0.536,0.833,19.79
2022,Peru,Latin America and Caribbean,5.559,0.09,0.735,0.037,1.397,0.545,0.865,19.58
2015,Philippines,Southeast Asia,5.073,0.24991,0.58114,0.12279,0.70532,0.62545,1.03516,26.46
2016,Philippines,Southeast Asia,5.279,0.21674,0.47036,0.11757,0.81217,0.54854,0.87877,26.79
2017,Philippines,Southeast Asia,5.429999828,0.193513423,0.468009055,0.099331893,0.857699215,0.585214674,1.253917575,26.35
2018,Philippines,Southeast Asia,5.524,0.12,0.513,0.105,0.775,0.643,1.312,26.55
2019,Philippines,Southeast Asia,5.631,0.117,0.657,0.107,0.807,0.558,1.293,26.62
2020,Philippines,Southeast Asia,6.006000042,0.129260212,0.602189481,0.130385727,0.775120676,0.621915162,1.245381713,26.73
2021,Philippines,Southeast Asia,5.88,0.125,0.426,0.126,0.853,0.651,0.828,26.7
2022,Philippines,Southeast Asia,5.904,0.107,0.514,0.142,1.268,0.678,0.912,26.61
2015,Poland,Central and Eastern Europe,5.791,0.16759,0.77903,0.04212,1.12555,0.53122,1.27948,9.79
2016,Poland,Central and Eastern Europe,5.835,0.14443,0.69058,0.055,1.24585,0.4519,1.04685,9.25
2017,Poland,Central and Eastern Europe,5.97300005,0.158465967,0.699475348,0.059307806,1.291787863,0.520342112,1.44571197,9.08
2018,Poland,Central and Eastern Europe,6.123,0.108,0.781,0.064,1.176,0.546,1.448,9.95
2019,Poland,Central and Eastern Europe,6.182,0.117,0.884,0.05,1.206,0.483,1.438,10.19
2020,Poland,Central and Eastern Europe,6.186299801,0.063374244,0.868038476,0.160541251,1.16922915,0.557903528,1.310399771,10.03
2021,Poland,Central and Eastern Europe,6.166,0.08,0.668,0.13,1.309,0.558,0.982,8.75
2022,Poland,Central and Eastern Europe,6.123,0.124,0.712,0.14,1.758,0.523,1.174,9.7
2015,Portugal,Western Europe,5.102,0.13719,0.87519,0.01078,1.15991,0.51469,1.13935,16.26
2016,Portugal,Western Europe,5.123,0.11691,0.79363,0.01521,1.27607,0.44727,0.94367,16.12
2017,Portugal,Western Europe,5.195000172,0.095102713,0.795843542,0.015869452,1.315175295,0.4984653,1.367043018,16.52
2018,Portugal,Western Europe,5.41,0.055,0.884,0.017,1.188,0.562,1.429,15.82
2019,Portugal,Western Europe,5.693,0.047,0.999,0.025,1.221,0.508,1.431,16.13
2020,Portugal,Western Europe,5.910900116,0.053036947,0.979315281,0.027733466,1.168800831,0.589895189,1.339530349,16.42
2021,Portugal,Western Europe,5.929,0.029,0.76,0.033,1.323,0.621,0.939,16.1
2022,Portugal,Western Europe,6.016,0.016,0.777,0.039,1.76,0.655,1.078,16.9
2016,Puerto Rico,Latin America and Caribbean,7.039,0.22202,0.77758,0.12275,1.35943,0.46823,1.08113,
2015,Qatar,Middle East and North Africa,6.611,0.32573,0.79733,0.52208,1.69042,0.6404,1.0786,28.56
2016,Qatar,Middle East and North Africa,6.375,0.32388,0.71723,0.48049,1.82427,0.56679,0.87964,28.67
2017,Qatar,Middle East and North Africa,6.375,0.33047387,0.710098088,0.439299256,1.870765686,0.604130983,1.27429688,28.58
2018,Qatar,Middle East and North Africa,6.374,0.256,0.748,0.171,1.649,0.654,1.303,28.96
2019,Qatar,Middle East and North Africa,6.374,0.22,0.871,0.167,1.684,0.555,1.313,28.68
2015,Romania,Central and Eastern Europe,5.124,0.13748,0.7689,0.00649,1.04345,0.35068,0.88588,11.09
2016,Romania,Central and Eastern Europe,5.528,0.12889,0.67602,0.00679,1.1697,0.36712,0.72803,10.62
2017,Romania,Central and Eastern Europe,5.824999809,0.133519918,0.685158312,0.004387901,1.217683911,0.457003742,1.15009129,10.66
2018,Romania,Central and Eastern Europe,5.945,0.088,0.726,0.001,1.116,0.528,1.219,11.21
2019,Romania,Central and Eastern Europe,6.07,0.083,0.825,0.005,1.162,0.462,1.232,11.7
2020,Romania,Central and Eastern Europe,6.123700142,0.068181619,0.79229486,0.000829569,1.120401621,0.534852326,1.1944381,11.3
2021,Romania,Central and Eastern Europe,6.14,0.045,0.595,0.001,1.275,0.564,0.832,10.35
2022,Romania,Central and Eastern Europe,6.477,0.039,0.655,0.006,1.719,0.605,1.006,11.2
2015,Russia,Central and Eastern Europe,5.716,0.00199,0.66926,0.03005,1.13764,0.36679,1.23617,
2016,Russia,Central and Eastern Europe,5.856,0.02736,0.58991,0.03586,1.23228,0.32682,1.05261,
2017,Russia,Central and Eastern Europe,5.962999821,0.052263822,0.547349334,0.032962881,1.281778097,0.373783112,1.469282389,
2018,Russia,Central and Eastern Europe,5.81,0.065,0.599,0.025,1.151,0.399,1.479,
2019,Russia,Central and Eastern Europe,5.648,0.082,0.726,0.031,1.183,0.334,1.452,
2020,Russia,Central and Eastern Europe,5.546000004,0.099041916,0.68044591,0.045699362,1.126999617,0.399499595,1.378644109,
2021,Russia,Central and Eastern Europe,5.477,0.115,0.511,0.06,1.241,0.409,0.992,
2022,Russia,Central and Eastern Europe,5.459,0.117,0.586,0.08,1.685,0.401,1.095,
2015,Rwanda,Sub-Saharan Africa,3.465,0.22628,0.42864,0.55191,0.22208,0.59201,0.7737,19.07
2016,Rwanda,Sub-Saharan Africa,3.515,0.23552,0.31865,0.50521,0.32846,0.5432,0.61586,19.32
2017,Rwanda,Sub-Saharan Africa,3.470999956,0.252756029,0.326424807,0.455220014,0.368745893,0.581843853,0.945707023,19.48
2018,Rwanda,Sub-Saharan Africa,3.408,0.2,0.4,0.444,0.332,0.636,0.896,19.07
2019,Rwanda,Sub-Saharan Africa,3.334,0.217,0.614,0.411,0.359,0.555,0.711,19.26
2020,Rwanda,Sub-Saharan Africa,3.312299967,0.235704988,0.572383285,0.485542476,0.343242675,0.604087889,0.522876322,19.13
2021,Rwanda,Sub-Saharan Africa,3.415,0.227,0.407,0.493,0.364,0.627,0.202,19.21
2022,Rwanda,Sub-Saharan Africa,3.268,0.187,0.462,0.544,0.785,0.621,0.133,19.14
2015,Saudi Arabia,Middle East and North Africa,6.411,0.13706,0.72025,0.32524,1.39541,0.31048,1.08393,26.39
2016,Saudi Arabia,Middle East and North Africa,6.379,0.15457,0.59267,0.30008,1.48953,0.37904,0.84829,26.36
2017,Saudi Arabia,Middle East and North Africa,6.343999863,0.147616014,0.59014833,0.273432255,1.530623555,0.449750572,1.286677599,26.37
2018,Saudi Arabia,Middle East and North Africa,6.371,0.098,0.633,0.127,1.379,0.509,1.331,26.6
2019,Saudi Arabia,Middle East and North Africa,6.375,0.08,0.795,0.132,1.403,0.439,1.357,26.36
2020,Saudi Arabia,Middle East and North Africa,6.406499863,0.087440684,0.759818137,0.163322315,1.334328532,0.548477471,1.309950113,26.21
2021,Saudi Arabia,Middle East and North Africa,6.494,0.09,0.571,0.163,1.435,0.603,0.964,26.8
2022,Saudi Arabia,Middle East and North Africa,6.523,0.078,0.577,0.18,1.87,0.651,1.092,26.46
2015,Senegal,Sub-Saharan Africa,3.904,0.20843,0.4354,0.10713,0.36498,0.36772,0.97619,29.14
2016,Senegal,Sub-Saharan Africa,4.219,0.19103,0.40457,0.11681,0.44314,0.31056,0.77416,29.33
2017,Senegal,Sub-Saharan Africa,4.534999847,0.183468893,0.409362853,0.115460448,0.479309022,0.377922267,1.179691911,29.34
2018,Senegal,Sub-Saharan Africa,4.631,0.138,0.433,0.082,0.429,0.406,1.117,28.82
2019,Senegal,Sub-Saharan Africa,4.681,0.153,0.571,0.072,0.45,0.292,1.134,28.82
2020,Senegal,Sub-Saharan Africa,4.980800152,0.164397135,0.518391907,0.081865937,0.504061818,0.352400899,0.95459342,29.55
2021,Senegal,Sub-Saharan Africa,5.132,0.158,0.357,0.088,0.518,0.381,0.558,29.62
2022,Senegal,Sub-Saharan Africa,5.046,0.143,0.447,0.081,0.933,0.494,0.53,29.0
2015,Serbia,Central and Eastern Europe,5.123,0.19231,0.74836,0.02617,0.92053,0.20107,1.00964,12.18
2016,Serbia,Central and Eastern Europe,5.177,0.20737,0.6458,0.04339,1.03437,0.15718,0.81329,11.72
2017,Serbia,Central and Eastern Europe,5.394999981,0.220125884,0.650784671,0.040903781,1.069317579,0.208715528,1.258189797,11.87
2018,Serbia,Central and Eastern Europe,5.398,0.134,0.685,0.043,0.975,0.288,1.369,12.62
2019,Serbia,Central and Eastern Europe,5.603,0.137,0.854,0.039,1.004,0.282,1.383,12.79
2020,Serbia,Central and Eastern Europe,5.77820015,0.15028289,0.828403294,0.059447147,0.988181829,0.395428419,1.327448964,12.21
2021,Serbia,Central and Eastern Europe,6.078,0.189,0.634,0.066,1.101,0.482,0.924,11.7
2022,Serbia,Central and Eastern Europe,6.178,0.219,0.658,0.088,1.55,0.546,1.086,12.56
2015,Sierra Leone,Sub-Saharan Africa,4.507,0.21488,0.0,0.08786,0.33024,0.4084,0.95571,26.68
2016,Sierra Leone,Sub-Saharan Africa,4.635,0.23897,0.0,0.08196,0.36485,0.30685,0.628,26.97
2017,Sierra Leone,Sub-Saharan Africa,4.709000111,0.293040901,0.005564754,0.071095176,0.368420929,0.318697691,0.984136045,26.88
2018,Sierra Leone,Sub-Saharan Africa,4.571,0.238,0.0,0.053,0.256,0.355,0.813,26.75
2019,Sierra Leone,Sub-Saharan Africa,4.374,0.252,0.242,0.045,0.268,0.309,0.841,26.58
2020,Sierra Leone,Sub-Saharan Africa,3.926399946,0.257647008,0.203953966,0.047940936,0.240560383,0.382027686,0.747984946,27.01
2021,Sierra Leone,Sub-Saharan Africa,3.849,0.243,0.1,0.047,0.279,0.408,0.377,27.19
2022,Sierra Leone,Sub-Saharan Africa,3.574,0.202,0.273,0.055,0.686,0.387,0.416,26.64
2015,Singapore,Southeast Asia,6.798,0.31105,1.02525,0.4921,1.52186,0.54252,1.02,27.98
2016,Singapore,Southeast Asia,6.739,0.32706,0.94719,0.46987,1.64555,0.4877,0.86758,28.18
2017,Singapore,Southeast Asia,6.572000027,0.345965981,0.949492395,0.464307785,1.69227767,0.549840569,1.353814363,27.79
2018,Singapore,Southeast Asia,6.343,0.261,1.008,0.457,1.529,0.631,1.451,27.84
2019,Singapore,Southeast Asia,6.262,0.271,1.141,0.453,1.572,0.556,1.463,28.19
2020,Singapore,Southeast Asia,6.377099991,0.218770906,1.137814283,0.533162236,1.519580126,0.635317206,1.39545691,28.02
2021,Singapore,Southeast Asia,6.377,0.176,0.897,0.547,1.695,0.664,1.019,27.75
2022,Singapore,Southeast Asia,6.48,0.163,0.851,0.587,2.149,0.672,1.127,27.7
2015,Slovakia,Central and Eastern Europe,5.995,0.16893,0.78902,0.03431,1.16891,0.31751,1.26999,
2016,Slovakia,Central and Eastern Europe,6.078,0.13837,0.70367,0.02947,1.27973,0.23391,1.08268,
2017,Slovakia,Central and Eastern Europe,6.09800005,0.136544481,0.712732911,0.024210852,1.325393558,0.295817465,1.505059242,
2018,Slovakia,Central and Eastern Europe,6.173,0.118,0.776,0.014,1.21,0.354,1.537,
2019,Slovakia,Central and Eastern Europe,6.198,0.121,0.881,0.014,1.246,0.334,1.504,
2020,Slovakia,Central and Eastern Europe,6.280600071,0.116729774,0.853465259,0.011291441,1.194837689,0.423542529,1.424331188,
2021,Slovakia,Central and Eastern Europe,6.331,0.107,0.653,0.018,1.304,0.468,1.066,
2022,Slovakia,Central and Eastern Europe,6.391,0.118,0.707,0.025,1.736,0.479,1.232,
2015,Slovenia,Central and Eastern Europe,5.848,0.25328,0.87337,0.03787,1.18498,0.60855,1.27385,10.56
2016,Slovenia,Central and Eastern Europe,5.768,0.25738,0.79151,0.03635,1.29947,0.53164,1.05613,10.13
2017,Slovenia,Central and Eastern Europe,5.757999897,0.242649093,0.790828228,0.045128979,1.341205955,0.572575808,1.452518821,10.11
2018,Slovenia,Central and Eastern Europe,5.948,0.16,0.856,0.051,1.219,0.633,1.506,10.96
2019,Slovenia,Central and Eastern Europe,6.118,0.144,0.953,0.057,1.258,0.564,1.523,10.99
2020,Slovenia,Central and Eastern Europe,6.363399982,0.145701498,0.932548046,0.076516323,1.208652496,0.646700144,1.464677691,10.54
2021,Slovenia,Central and Eastern Europe,6.461,0.122,0.722,0.085,1.36,0.69,1.093,10.0
2022,Slovenia,Central and Eastern Europe,6.63,0.118,0.769,0.115,1.81,0.685,1.249,11.04
2016,Somalia,Sub-Saharan Africa,5.44,0.27225,0.11466,0.3118,0.0,0.56778,0.33613,27.34
2017,Somalia,Sub-Saharan Africa,5.151000023,0.291631311,0.113989137,0.282410324,0.022643184,0.602126956,0.721151352,27.17
2018,Somalia,Sub-Saharan Africa,4.982,0.238,0.115,0.282,0.0,0.674,0.712,26.84
2019,Somalia,Sub-Saharan Africa,4.668,0.243,0.268,0.27,0.0,0.559,0.698,27.17
2016,Somaliland Region,Africa,5.057,0.51479,0.33108,0.36794,0.25558,0.3913,0.75862,
2015,Somaliland region,Africa,5.057,0.50318,0.43873,0.39928,0.18847,0.46582,0.95152,
2015,South Africa,Sub-Saharan Africa,4.642,0.11973,0.27688,0.08884,0.92049,0.33207,1.18468,18.87
2016,South Africa,Sub-Saharan Africa,4.459,0.13656,0.18611,0.08415,1.02416,0.42483,0.96053,18.98
2017,South Africa,Sub-Saharan Africa,4.828999996,0.13936238,0.18708007,0.072509497,1.054698706,0.479246736,1.384788632,18.51
2018,South Africa,Sub-Saharan Africa,4.724,0.103,0.33,0.056,0.94,0.516,1.41,18.65
2019,South Africa,Sub-Saharan Africa,4.722,0.13,0.469,0.055,0.96,0.389,1.351,19.27
2020,South Africa,Sub-Saharan Africa,4.814099789,0.126406848,0.407034069,0.05950214,0.902140439,0.43478182,1.259086251,18.47
2021,South Africa,Sub-Saharan Africa,4.956,0.144,0.265,0.051,0.967,0.447,0.895,18.06
2022,South Africa,Sub-Saharan Africa,5.194,0.089,0.361,0.046,1.425,0.442,1.088,18.42
2015,South Korea,East Asia,5.984,0.18557,0.96538,0.07857,1.24461,0.33208,0.95774,
2016,South Korea,East Asia,5.835,0.18824,0.88645,0.07716,1.35948,0.25168,0.72194,
2017,South Korea,East Asia,5.837999821,0.206674367,0.900214076,0.063282669,1.401678443,0.257921666,1.128274441,
2018,South Korea,East Asia,5.875,0.175,0.955,0.051,1.266,0.244,1.204,
2019,South Korea,East Asia,5.895,0.175,1.036,0.056,1.301,0.159,1.219,
2020,South Korea,East Asia,5.872399807,0.170303866,1.022542596,0.094596282,1.245300651,0.25935635,1.133560538,
2021,South Korea,East Asia,5.845,0.134,0.801,0.135,1.403,0.353,0.758,
