year,country,region,happiness_score,healthy_life_expectancy,social_support,generosity,gdp_per_capita,perceptions_of_corruption,freedom_to_make_life_choices,temperature,fertility_rate
2022,Netherlands,Western Europe,7.415,0.787,1.206,0.271,1.945,0.419,0.651,11.72,1.487
2015,New Zealand,North America and ANZ,7.286,0.90837,1.31967,0.47501,1.25018,0.42922,0.63938,10.39,1.66
2016,New Zealand,North America and ANZ,7.334,0.83096,1.17278,0.49401,1.36066,0.41904,0.58147,11.1,1.66
2017,New Zealand,North America and ANZ,7.31400013,0.816759706,1.548195124,0.500005126,1.405706048,0.382816702,0.61406213,10.89,1.66
2018,New Zealand,North America and ANZ,7.324,0.876,1.601,0.365,1.268,0.389,0.669,11.05,1.66
2019,New Zealand,North America and ANZ,7.307,1.026,1.557,0.33,1.303,0.38,0.585,10.9,1.66
2020,New Zealand,North America and ANZ,7.299600124,1.008138299,1.48721838,0.325726211,1.242317915,0.461268276,0.646789908,10.87,1.66
2021,New Zealand,North America and ANZ,7.277,0.785,1.094,0.276,1.4,0.445,0.665,11.18,1.66
2022,New Zealand,North America and ANZ,7.2,0.752,1.235,0.245,1.852,0.483,0.68,11.66,1.66
2015,Nicaragua,Latin America and Caribbean,5.828,0.74314,1.14184,0.27815,0.59325,0.19317,0.55475,26.22,2.284
2016,Nicaragua,Latin America and Caribbean,5.992,0.65213,0.89521,0.29773,0.69384,0.16292,0.46582,26.24,2.284
2017,Nicaragua,Latin America and Caribbean,6.071000099,0.653095961,1.28721571,0.301674217,0.737299204,0.130687982,0.447551847,26.09,2.284
2018,Nicaragua,Latin America and Caribbean,6.141,0.7,1.319,0.208,0.668,0.128,0.527,25.64,2.284
2019,Nicaragua,Latin America and Caribbean,6.105,0.835,1.325,0.2,0.694,0.127,0.435,26.02,2.284
2020,Nicaragua,Latin America and Caribbean,6.13710022,0.803093255,1.27081275,0.212871477,0.620033145,0.174084574,0.560117304,26.26,2.284
2021,Nicaragua,Latin America and Caribbean,5.972,0.604,0.904,0.201,0.693,0.176,0.553,26.09,2.284
2022,Nicaragua,Latin America and Caribbean,6.165,0.617,1.029,0.168,1.105,0.212,0.617,25.81,2.284
2015,Niger,Sub-Saharan Africa,3.845,0.29707,0.77265,0.19387,0.0694,0.15639,0.47692,27.92,6.749
2016,Niger,Sub-Saharan Africa,3.856,0.26162,0.6053,0.2097,0.1327,0.17176,0.38041,28.54,6.749
2017,Niger,Sub-Saharan Africa,4.027999878,0.268505007,0.993025005,0.228673846,0.161925331,0.138572946,0.363658696,28.0,6.749
2018,Niger,Sub-Saharan Africa,4.166,0.221,0.867,0.175,0.131,0.099,0.39,28.13,6.749
2019,Niger,Sub-Saharan Africa,4.628,0.366,0.774,0.188,0.138,0.102,0.318,27.87,6.749
2020,Niger,Sub-Saharan Africa,4.909599781,0.298816353,0.703800142,0.208176896,0.108330332,0.137554765,0.435311615,27.85,6.749
2021,Niger,Sub-Saharan Africa,5.074,0.167,0.402,0.2,0.162,0.157,0.516,28.09,6.749
2022,Niger,Sub-Saharan Africa,5.003,0.326,0.56,0.165,0.57,0.145,0.571,27.61,6.749
2015,Nigeria,Sub-Saharan Africa,5.268,0.16007,0.90432,0.27233,0.65435,0.0403,0.34334,27.38,5.143
2016,Nigeria,Sub-Saharan Africa,4.875,0.05108,0.64498,0.23219,0.75216,0.0305,0.27854,27.79,5.143
2017,Nigeria,Sub-Saharan Africa,5.073999882,0.05691573,1.215770483,0.230947196,0.783756256,0.026121566,0.394952565,27.46,5.143
2018,Nigeria,Sub-Saharan Africa,5.155,0.048,1.172,0.201,0.689,0.032,0.462,27.41,5.143
2019,Nigeria,Sub-Saharan Africa,5.265,0.245,1.111,0.215,0.696,0.041,0.426,27.29,5.143
2020,Nigeria,Sub-Saharan Africa,4.724100113,0.167835936,0.986717939,0.221328124,0.645901859,0.047589935,0.435079455,27.43,5.143
2021,Nigeria,Sub-Saharan Africa,4.759,0.051,0.625,0.212,0.663,0.039,0.433,27.67,5.143
2022,Nigeria,Sub-Saharan Africa,4.552,0.3,0.732,0.175,1.079,0.038,0.444,27.15,5.143
2015,North Macedonia,Central and Eastern Europe,5.007,0.73545,1.00232,0.22359,0.91851,0.05327,0.33457,-1.0,1.6
2016,North Macedonia,Central and Eastern Europe,5.121,0.64738,0.78236,0.23507,1.0193,0.07047,0.27668,-1.0,1.6
2017,North Macedonia,Central and Eastern Europe,5.175000191,0.644948184,1.207893014,0.253760964,1.064577937,0.060277794,0.325905979,-1.0,1.6
2018,North Macedonia,Central and Eastern Europe,5.185,0.691,1.239,0.173,0.959,0.052,0.394,-1.0,1.6
2019,North Macedonia,Central and Eastern Europe,5.274,0.838,1.294,0.185,0.983,0.034,0.345,-1.0,1.6
2020,North Macedonia,Central and Eastern Europe,5.159800053,0.802994132,1.183173537,0.18586354,0.935371995,0.024595059,0.410224587,-1.0,1.6
2021,North Macedonia,Central and Eastern Europe,5.101,0.535,0.772,0.212,1.068,0.022,0.45,-1.0,1.6
2022,North Macedonia,Central and Eastern Europe,5.199,0.637,0.863,0.215,1.505,0.031,0.488,-1.0,1.6
2015,Norway,Western Europe,7.522,0.88521,1.33095,0.34699,1.459,0.36503,0.66973,2.93,1.41
2016,Norway,Western Europe,7.498,0.79579,1.1269,0.37895,1.57744,0.35776,0.59609,2.61,1.41
2017,Norway,Western Europe,7.537000179,0.796666503,1.53352356,0.362012237,1.616463184,0.315963835,0.635422587,2.28,1.41
2018,Norway,Western Europe,7.594,0.861,1.582,0.286,1.456,0.34,0.686,2.53,1.41
2019,Norway,Western Europe,7.554,1.028,1.582,0.271,1.488,0.341,0.603,2.27,1.41
2020,Norway,Western Europe,7.487999916,1.008071899,1.495172501,0.287985086,1.42420733,0.434100568,0.670200884,3.39,1.41
2021,Norway,Western Europe,7.392,0.782,1.108,0.249,1.543,0.427,0.703,2.11,1.41
2022,Norway,Western Europe,7.365,0.786,1.239,0.217,1.997,0.474,0.728,2.88,1.41
2015,Pakistan,South Asia,5.194,0.51466,0.41411,0.33671,0.59543,0.10464,0.12102,21.54,3.41
2016,Pakistan,South Asia,5.132,0.40306,0.26135,0.31185,0.68816,0.1388,0.14622,22.17,3.41
2017,Pakistan,South Asia,5.269000053,0.402047783,0.67269069,0.315446019,0.726883531,0.124348067,0.235215262,21.93,3.41
2018,Pakistan,South Asia,5.472,0.424,0.81,0.216,0.652,0.113,0.334,22.24,3.41
2019,Pakistan,South Asia,5.653,0.535,0.886,0.22,0.677,0.098,0.313,21.37,3.41
2020,Pakistan,South Asia,5.69329977,0.469933242,0.872979581,0.228705063,0.616799474,0.122592121,0.405421734,21.18,3.41
2021,Pakistan,South Asia,4.934,0.322,0.423,0.252,0.637,0.097,0.418,22.03,3.41
2022,Pakistan,South Asia,4.516,0.374,0.413,0.181,1.049,0.112,0.448,22.23,3.41
2015,Palestinian Territories,Middle East and North Africa,4.715,0.66015,0.92558,0.11251,0.59867,0.12905,0.24499,-1.0,-1.0
2016,Palestinian Territories,Middle East and North Africa,4.754,0.56844,0.71629,0.11154,0.67024,0.10613,0.17744,-1.0,-1.0
2017,Palestinian Territories,Middle East and North Africa,4.775000095,0.565666974,1.155647159,0.114173174,0.716249228,0.089282602,0.254711062,-1.0,-1.0
2018,Palestinian Territories,Middle East and North Africa,4.743,0.602,1.217,0.086,0.642,0.076,0.266,-1.0,-1.0
2019,Palestinian Territories,Middle East and North Africa,4.696,0.672,1.247,0.103,0.657,0.066,0.225,-1.0,-1.0
2020,Palestinian Territories,Middle East and North Africa,4.552800179,0.613826573,1.194755554,0.091816261,0.587819219,0.071913652,0.29870075,-1.0,-1.0
2021,Palestinian Territories,Middle East and North Africa,4.517,0.434,0.819,0.082,0.646,0.075,0.33,-1.0,-1.0
2022,Palestinian Territories,Middle East and North Africa,4.483,0.521,0.957,0.073,1.148,0.079,0.336,-1.0,-1.0
2015,Panama,Latin America and Caribbean,6.786,0.79661,1.1985,0.24434,1.06353,0.0927,0.5421,26.06,2.297
2016,Panama,Latin America and Caribbean,6.701,0.70835,0.98912,0.2418,1.18306,0.08423,0.48927,26.05,2.297
2017,Panama,Latin America and Caribbean,6.452000141,0.706156135,1.373192549,0.210556939,1.233748436,0.070983924,0.550026834,25.63,2.297
2018,Panama,Latin America and Caribbean,6.43,0.759,1.438,0.125,1.112,0.063,0.597,25.56,2.297
2019,Panama,Latin America and Caribbean,6.321,0.91,1.442,0.109,1.149,0.054,0.516,25.9,2.297
2020,Panama,Latin America and Caribbean,6.304800034,0.878546536,1.376149297,0.097207308,1.097667813,0.054230526,0.57984978,25.89,2.297
2021,Panama,Latin America and Caribbean,6.18,0.667,0.976,0.079,1.298,0.053,0.596,25.59,2.297
2022,Panama,Latin America and Caribbean,6.309,0.709,1.107,0.049,1.715,0.051,0.592,25.33,2.297
2015,Paraguay,Latin America and Caribbean,5.878,0.66098,1.30477,0.3424,0.75985,0.08242,0.53899,24.56,2.444
2016,Paraguay,Latin America and Caribbean,5.538,0.58295,1.11111,0.25296,0.89373,0.07396,0.46235,23.55,2.444
2017,Paraguay,Latin America and Caribbean,5.493000031,0.579250693,1.50728488,0.224150658,0.932537317,0.091065913,0.473507792,24.35,2.444
2018,Paraguay,Latin America and Caribbean,5.681,0.615,1.522,0.162,0.835,0.074,0.541,23.74,2.444
2019,Paraguay,Latin America and Caribbean,5.743,0.777,1.475,0.184,0.855,0.08,0.514,24.25,2.444
2020,Paraguay,Latin America and Caribbean,5.692100048,0.735869646,1.36819756,0.204299241,0.897990823,0.065077379,0.586510062,24.62,2.444
2021,Paraguay,Latin America and Caribbean,5.653,0.549,0.97,0.206,0.983,0.037,0.602,24.01,2.444
2022,Paraguay,Latin America and Caribbean,5.578,0.624,1.13,0.171,1.409,0.059,0.629,23.86,2.444
2015,Peru,Latin America and Caribbean,5.824,0.73017,0.97459,0.14982,0.90019,0.05989,0.41496,20.28,2.164
2016,Peru,Latin America and Caribbean,5.743,0.62994,0.81255,0.14527,0.99602,0.05292,0.37502,20.22,2.164
2017,Peru,Latin America and Caribbean,5.715000153,0.630166113,1.218770385,0.126819715,1.035225272,0.047049087,0.450002879,19.99,2.164
2018,Peru,Latin America and Caribbean,5.663,0.674,1.249,0.092,0.934,0.034,0.53,19.59,2.164
2019,Peru,Latin America and Caribbean,5.697,0.854,1.274,0.083,0.96,0.027,0.455,19.9,2.164
2020,Peru,Latin America and Caribbean,5.796800137,0.824444175,1.208405972,0.091611817,0.91854918,0.02703266,0.513210058,19.96,2.164
2021,Peru,Latin America and Caribbean,5.84,0.623,0.833,0.087,0.986,0.031,0.536,19.79,2.164
2022,Peru,Latin America and Caribbean,5.559,0.735,0.865,0.09,1.397,0.037,0.545,19.58,2.164
2015,Philippines,Southeast Asia,5.073,0.58114,1.03516,0.24991,0.70532,0.12279,0.62545,26.46,2.725
2016,Philippines,Southeast Asia,5.279,0.47036,0.87877,0.21674,0.81217,0.11757,0.54854,26.79,2.725
2017,Philippines,Southeast Asia,5.429999828,0.468009055,1.253917575,0.193513423,0.857699215,0.099331893,0.585214674,26.35,2.725
2018,Philippines,Southeast Asia,5.524,0.513,1.312,0.12,0.775,0.105,0.643,26.55,2.725
2019,Philippines,Southeast Asia,5.631,0.657,1.293,0.117,0.807,0.107,0.558,26.62,2.725
2020,Philippines,Southeast Asia,6.006000042,0.602189481,1.245381713,0.129260212,0.775120676,0.130385727,0.621915162,26.73,2.725
2021,Philippines,Southeast Asia,5.88,0.426,0.828,0.125,0.853,0.126,0.651,26.7,2.725
2022,Philippines,Southeast Asia,5.904,0.514,0.912,0.107,1.268,0.142,0.678,26.61,2.725
2015,Poland,Central and Eastern Europe,5.791,0.77903,1.27948,0.16759,1.12555,0.04212,0.53122,9.79,1.261
2016,Poland,Central and Eastern Europe,5.835,0.69058,1.04685,0.14443,1.24585,0.055,0.4519,9.25,1.261
2017,Poland,Central and Eastern Europe,5.97300005,0.699475348,1.44571197,0.158465967,1.291787863,0.059307806,0.520342112,9.08,1.261
2018,Poland,Central and Eastern Europe,6.123,0.781,1.448,0.108,1.176,0.064,0.546,9.95,1.261
2019,Poland,Central and Eastern Europe,6.182,0.884,1.438,0.117,1.206,0.05,0.483,10.19,1.261
2020,Poland,Central and Eastern Europe,6.186299801,0.868038476,1.310399771,0.063374244,1.16922915,0.160541251,0.557903528,10.03,1.261
2021,Poland,Central and Eastern Europe,6.166,0.668,0.982,0.08,1.309,0.13,0.558,8.75,1.261
2022,Poland,Central and Eastern Europe,6.123,0.712,1.174,0.124,1.758,0.14,0.523,9.7,1.261
2015,Portugal,Western Europe,5.102,0.87519,1.13935,0.13719,1.15991,0.01078,0.51469,16.26,1.43
2016,Portugal,Western Europe,5.123,0.79363,0.94367,0.11691,1.27607,0.01521,0.44727,16.12,1.43
2017,Portugal,Western Europe,5.195000172,0.795843542,1.367043018,0.095102713,1.315175295,0.015869452,0.4984653,16.52,1.43
2018,Portugal,Western Europe,5.41,0.884,1.429,0.055,1.188,0.017,0.562,15.82,1.43
2019,Portugal,Western Europe,5.693,0.999,1.431,0.047,1.221,0.025,0.508,16.13,1.43
2020,Portugal,Western Europe,5.910900116,0.979315281,1.339530349,0.053036947,1.168800831,0.027733466,0.589895189,16.42,1.43
2021,Portugal,Western Europe,5.929,0.76,0.939,0.029,1.323,0.033,0.621,16.1,1.43
2022,Portugal,Western Europe,6.016,0.777,1.078,0.016,1.76,0.039,0.655,16.9,1.43
2015,Romania,Central and Eastern Europe,5.124,0.7689,0.88588,0.13748,1.04345,0.00649,0.35068,11.09,1.81
2016,Romania,Central and Eastern Europe,5.528,0.67602,0.72803,0.12889,1.1697,0.00679,0.36712,10.62,1.81
2017,Romania,Central and Eastern Europe,5.824999809,0.685158312,1.15009129,0.133519918,1.217683911,0.004387901,0.457003742,10.66,1.81
2018,Romania,Central and Eastern Europe,5.945,0.726,1.219,0.088,1.116,0.001,0.528,11.21,1.81
2019,Romania,Central and Eastern Europe,6.07,0.825,1.232,0.083,1.162,0.005,0.462,11.7,1.81
2020,Romania,Central and Eastern Europe,6.123700142,0.79229486,1.1944381,0.068181619,1.120401621,0.000829569,0.534852326,11.3,1.81
2021,Romania,Central and Eastern Europe,6.14,0.595,0.832,0.045,1.275,0.001,0.564,10.35,1.81
2022,Romania,Central and Eastern Europe,6.477,0.655,1.006,0.039,1.719,0.006,0.605,11.2,1.81
2015,Russia,Central and Eastern Europe,5.716,0.66926,1.23617,0.00199,1.13764,0.03005,0.36679,-2.88,1.416
2016,Russia,Central and Eastern Europe,5.856,0.58991,1.05261,0.02736,1.23228,0.03586,0.32682,-3.21,1.416
2017,Russia,Central and Eastern Europe,5.962999821,0.547349334,1.469282389,0.052263822,1.281778097,0.032962881,0.373783112,-2.89,1.416
2018,Russia,Central and Eastern Europe,5.81,0.599,1.479,0.065,1.151,0.025,0.399,-3.41,1.416
2019,Russia,Central and Eastern Europe,5.648,0.726,1.452,0.082,1.183,0.031,0.334,-2.85,1.416
2020,Russia,Central and Eastern Europe,5.546000004,0.68044591,1.378644109,0.099041916,1.126999617,0.045699362,0.399499595,-1.74,1.416
2021,Russia,Central and Eastern Europe,5.477,0.511,0.992,0.115,1.241,0.06,0.409,-3.65,1.416
2022,Russia,Central and Eastern Europe,5.459,0.586,1.095,0.117,1.685,0.08,0.401,-2.87,1.416
2015,Rwanda,Sub-Saharan Africa,3.465,0.42864,0.7737,0.22628,0.22208,0.55191,0.59201,19.07,3.749
2016,Rwanda,Sub-Saharan Africa,3.515,0.31865,0.61586,0.23552,0.32846,0.50521,0.5432,19.32,3.749
2017,Rwanda,Sub-Saharan Africa,3.470999956,0.326424807,0.945707023,0.252756029,0.368745893,0.455220014,0.581843853,19.48,3.749
2018,Rwanda,Sub-Saharan Africa,3.408,0.4,0.896,0.2,0.332,0.444,0.636,19.07,3.749
2019,Rwanda,Sub-Saharan Africa,3.334,0.614,0.711,0.217,0.359,0.411,0.555,19.26,3.749
2020,Rwanda,Sub-Saharan Africa,3.312299967,0.572383285,0.522876322,0.235704988,0.343242675,0.485542476,0.604087889,19.13,3.749
2021,Rwanda,Sub-Saharan Africa,3.415,0.407,0.202,0.227,0.364,0.493,0.627,19.21,3.749
2022,Rwanda,Sub-Saharan Africa,3.268,0.462,0.133,0.187,0.785,0.544,0.621,19.14,3.749
2015,Saudi Arabia,Middle East and North Africa,6.411,0.72025,1.08393,0.13706,1.39541,0.32524,0.31048,26.39,2.393
2016,Saudi Arabia,Middle East and North Africa,6.379,0.59267,0.84829,0.15457,1.48953,0.30008,0.37904,26.36,2.393
2017,Saudi Arabia,Middle East and North Africa,6.343999863,0.59014833,1.286677599,0.147616014,1.530623555,0.273432255,0.449750572,26.37,2.393
2018,Saudi Arabia,Middle East and North Africa,6.371,0.633,1.331,0.098,1.379,0.127,0.509,26.6,2.393
2019,Saudi Arabia,Middle East and North Africa,6.375,0.795,1.357,0.08,1.403,0.132,0.439,26.36,2.393
2020,Saudi Arabia,Middle East and North Africa,6.406499863,0.759818137,1.309950113,0.087440684,1.334328532,0.163322315,0.548477471,26.21,2.393
2021,Saudi Arabia,Middle East and North Africa,6.494,0.571,0.964,0.09,1.435,0.163,0.603,26.8,2.393
2022,Saudi Arabia,Middle East and North Africa,6.523,0.577,1.092,0.078,1.87,0.18,0.651,26.46,2.393
2015,Senegal,Sub-Saharan Africa,3.904,0.4354,0.97619,0.20843,0.36498,0.10713,0.36772,29.14,4.314
2016,Senegal,Sub-Saharan Africa,4.219,0.40457,0.77416,0.19103,0.44314,0.11681,0.31056,29.33,4.314
2017,Senegal,Sub-Saharan Africa,4.534999847,0.409362853,1.179691911,0.183468893,0.479309022,0.115460448,0.377922267,29.34,4.314
2018,Senegal,Sub-Saharan Africa,4.631,0.433,1.117,0.138,0.429,0.082,0.406,28.82,4.314
2019,Senegal,Sub-Saharan Africa,4.681,0.571,1.134,0.153,0.45,0.072,0.292,28.82,4.314
2020,Senegal,Sub-Saharan Africa,4.980800152,0.518391907,0.95459342,0.164397135,0.504061818,0.081865937,0.352400899,29.55,4.314
2021,Senegal,Sub-Saharan Africa,5.132,0.357,0.558,0.158,0.518,0.088,0.381,29.62,4.314
2022,Senegal,Sub-Saharan Africa,5.046,0.447,0.53,0.143,0.933,0.081,0.494,29.0,4.314
2015,Serbia,Central and Eastern Europe,5.123,0.74836,1.00964,0.19231,0.92053,0.02617,0.20107,12.18,1.63
2016,Serbia,Central and Eastern Europe,5.177,0.6458,0.81329,0.20737,1.03437,0.04339,0.15718,11.72,1.63
2017,Serbia,Central and Eastern Europe,5.394999981,0.650784671,1.258189797,0.220125884,1.069317579,0.040903781,0.208715528,11.87,1.63
2018,Serbia,Central and Eastern Europe,5.398,0.685,1.369,0.134,0.975,0.043,0.288,12.62,1.63
2019,Serbia,Central and Eastern Europe,5.603,0.854,1.383,0.137,1.004,0.039,0.282,12.79,1.63
2020,Serbia,Central and Eastern Europe,5.77820015,0.828403294,1.327448964,0.15028289,0.988181829,0.059447147,0.395428419,12.21,1.63
2021,Serbia,Central and Eastern Europe,6.078,0.634,0.924,0.189,1.101,0.066,0.482,11.7,1.63
2022,Serbia,Central and Eastern Europe,6.178,0.658,1.086,0.219,1.55,0.088,0.546,12.56,1.63
2015,Sierra Leone,Sub-Saharan Africa,4.507,0.16490374400000002,0.95571,0.21488,0.33024,0.08786,0.4084,26.68,3.876
2016,Sierra Leone,Sub-Saharan Africa,4.635,0.16490374400000002,0.628,0.23897,0.36485,0.08196,0.30685,26.97,3.876
2017,Sierra Leone,Sub-Saharan Africa,4.709000111,0.005564754,0.984136045,0.293040901,0.368420929,0.071095176,0.318697691,26.88,3.876
2018,Sierra Leone,Sub-Saharan Africa,4.571,0.16490374400000002,0.813,0.238,0.256,0.053,0.355,26.75,3.876
2019,Sierra Leone,Sub-Saharan Africa,4.374,0.242,0.841,0.252,0.268,0.045,0.309,26.58,3.876
2020,Sierra Leone,Sub-Saharan Africa,3.926399946,0.203953966,0.747984946,0.257647008,0.240560383,0.047940936,0.382027686,27.01,3.876
2021,Sierra Leone,Sub-Saharan Africa,3.849,0.1,0.377,0.243,0.279,0.047,0.408,27.19,3.876
2022,Sierra Leone,Sub-Saharan Africa,3.574,0.273,0.416,0.202,0.686,0.055,0.387,26.64,3.876
2015,Singapore,Southeast Asia,6.798,1.02525,1.02,0.31105,1.52186,0.4921,0.54252,27.98,1.04
2016,Singapore,Southeast Asia,6.739,0.94719,0.86758,0.32706,1.64555,0.46987,0.4877,28.18,1.04
2017,Singapore,Southeast Asia,6.572000027,0.949492395,1.353814363,0.345965981,1.69227767,0.464307785,0.549840569,27.79,1.04
2018,Singapore,Southeast Asia,6.343,1.008,1.451,0.261,1.529,0.457,0.631,27.84,1.04
2019,Singapore,Southeast Asia,6.262,1.141,1.463,0.271,1.572,0.453,0.556,28.19,1.04
2020,Singapore,Southeast Asia,6.377099991,1.137814283,1.39545691,0.218770906,1.519580126,0.533162236,0.635317206,28.02,1.04
2021,Singapore,Southeast Asia,6.377,0.897,1.019,0.176,1.695,0.547,0.664,27.75,1.04
2022,Singapore,Southeast Asia,6.48,0.851,1.127,0.163,2.149,0.587,0.672,27.7,1.04
2015,Slovakia,Central and Eastern Europe,5.995,0.78902,1.26999,0.16893,1.16891,0.03431,0.31751,9.83,1.57
2016,Slovakia,Central and Eastern Europe,6.078,0.70367,1.08268,0.13837,1.27973,0.02947,0.23391,9.21,1.57
2017,Slovakia,Central and Eastern Europe,6.09800005,0.712732911,1.505059242,0.136544481,1.325393558,0.024210852,0.295817465,9.09,1.57
2018,Slovakia,Central and Eastern Europe,6.173,0.776,1.537,0.118,1.21,0.014,0.354,10.06,1.57
2019,Slovakia,Central and Eastern Europe,6.198,0.881,1.504,0.121,1.246,0.014,0.334,10.17,1.57
2020,Slovakia,Central and Eastern Europe,6.280600071,0.853465259,1.424331188,0.116729774,1.194837689,0.011291441,0.423542529,9.63,1.57
2021,Slovakia,Central and Eastern Europe,6.331,0.653,1.066,0.107,1.304,0.018,0.468,8.79,1.57
2022,Slovakia,Central and Eastern Europe,6.391,0.707,1.232,0.118,1.736,0.025,0.479,9.81,1.57
2015,Slovenia,Central and Eastern Europe,5.848,0.87337,1.27385,0.25328,1.18498,0.03787,0.60855,10.56,1.55
2016,Slovenia,Central and Eastern Europe,5.768,0.79151,1.05613,0.25738,1.29947,0.03635,0.53164,10.13,1.55
2017,Slovenia,Central and Eastern Europe,5.757999897,0.790828228,1.452518821,0.242649093,1.341205955,0.045128979,0.572575808,10.11,1.55
2018,Slovenia,Central and Eastern Europe,5.948,0.856,1.506,0.16,1.219,0.051,0.633,10.96,1.55
2019,Slovenia,Central and Eastern Europe,6.118,0.953,1.523,0.144,1.258,0.057,0.564,10.99,1.55
2020,Slovenia,Central and Eastern Europe,6.363399982,0.932548046,1.464677691,0.145701498,1.208652496,0.076516323,0.646700144,10.54,1.55
2021,Slovenia,Central and Eastern Europe,6.461,0.722,1.093,0.122,1.36,0.085,0.69,10.0,1.55
2022,Slovenia,Central and Eastern Europe,6.63,0.769,1.249,0.118,1.81,0.115,0.685,11.04,1.55
2015,South Africa,Sub-Saharan Africa,4.642,0.27688,1.18468,0.11973,0.92049,0.08884,0.33207,18.87,2.341
2016,South Africa,Sub-Saharan Africa,4.459,0.18611,0.96053,0.13656,1.02416,0.08415,0.42483,18.98,2.341
2017,South Africa,Sub-Saharan Africa,4.828999996,0.18708007,1.384788632,0.13936238,1.054698706,0.072509497,0.479246736,18.51,2.341
2018,South Africa,Sub-Saharan Africa,4.724,0.33,1.41,0.103,0.94,0.056,0.516,18.65,2.341
2019,South Africa,Sub-Saharan Africa,4.722,0.469,1.351,0.13,0.96,0.055,0.389,19.27,2.341
2020,South Africa,Sub-Saharan Africa,4.814099789,0.407034069,1.259086251,0.126406848,0.902140439,0.05950214,0.43478182,18.47,2.341
2021,South Africa,Sub-Saharan Africa,4.956,0.265,0.895,0.144,0.967,0.051,0.447,18.06,2.341
2022,South Africa,Sub-Saharan Africa,5.194,0.361,1.088,0.089,1.425,0.046,0.442,18.42,2.341
2015,South Korea,East Asia,5.984,0.96538,0.95774,0.18557,1.24461,0.07857,0.33208,-1.0,0.778
2016,South Korea,East Asia,5.835,0.88645,0.72194,0.18824,1.35948,0.07716,0.25168,-1.0,0.778
2017,South Korea,East Asia,5.837999821,0.900214076,1.128274441,0.206674367,1.401678443,0.063282669,0.257921666,-1.0,0.778
2018,South Korea,East Asia,5.875,0.955,1.204,0.175,1.266,0.051,0.244,-1.0,0.778
2019,South Korea,East Asia,5.895,1.036,1.219,0.175,1.301,0.056,0.159,-1.0,0.778
2020,South Korea,East Asia,5.872399807,1.022542596,1.133560538,0.170303866,1.245300651,0.094596282,0.25935635,-1.0,0.778
2021,South Korea,East Asia,5.845,0.801,0.758,0.134,1.403,0.135,0.353,-1.0,0.778
2022,South Korea,East Asia,5.935,0.841,0.886,0.111,1.851,0.176,0.414,-1.0,0.778
2015,Spain,Western Europe,6.329,0.95562,1.31379,0.18227,1.23011,0.06398,0.45951,14.58,1.16
2016,Spain,Western Europe,6.361,0.87896,1.12945,0.17665,1.34253,0.06137,0.37545,14.42,1.16
2017,Spain,Western Europe,6.402999878,0.8889606,1.532090902,0.190133572,1.384397864,0.070914097,0.40878123,14.68,1.16
2018,Spain,Western Europe,6.31,0.965,1.538,0.142,1.251,0.074,0.449,14.29,1.16
2019,Spain,Western Europe,6.354,1.062,1.484,0.153,1.286,0.079,0.362,14.48,1.16
2020,Spain,Western Europe,6.400899887,1.051343083,1.421099186,0.16530548,1.230535269,0.109579779,0.425983816,14.72,1.16
2021,Spain,Western Europe,6.491,0.826,1.057,0.135,1.375,0.124,0.462,14.31,1.16
2022,Spain,Western Europe,6.476,0.808,1.211,0.101,1.808,0.149,0.505,15.3,1.16
2015,Sri Lanka,South Asia,4.271,0.70806,1.01905,0.40828,0.83524,0.09179,0.53726,27.35,1.974
2016,Sri Lanka,South Asia,4.415,0.62007,0.84783,0.46978,0.97318,0.07964,0.50817,27.71,1.974
2017,Sri Lanka,South Asia,4.440000057,0.625130832,1.259976387,0.490863562,1.009850144,0.073653966,0.561213255,27.45,1.974
2018,Sri Lanka,South Asia,4.471,0.672,1.314,0.307,0.918,0.05,0.585,27.33,1.974
2019,Sri Lanka,South Asia,4.366,0.831,1.265,0.244,0.949,0.047,0.47,27.68,1.974
2020,Sri Lanka,South Asia,4.327000141,0.792036712,1.19494009,0.252666146,0.897986948,0.049444564,0.528632462,27.64,1.974
2021,Sri Lanka,South Asia,4.325,0.593,0.82,0.239,0.99,0.049,0.559,27.4,1.974
2022,Sri Lanka,South Asia,4.362,0.66,0.934,0.15,1.415,0.079,0.529,27.24,1.974
2015,Sweden,Western Europe,7.364,0.91087,1.28907,0.36262,1.33171,0.43844,0.6598,3.97,1.52
2016,Sweden,Western Europe,7.291,0.83121,1.08764,0.38254,1.45181,0.40867,0.58218,3.49,1.52
2017,Sweden,Western Europe,7.28399992,0.830875158,1.478162169,0.385399252,1.494387269,0.384398729,0.612924099,3.21,1.52
2018,Sweden,Western Europe,7.314,0.913,1.501,0.285,1.355,0.383,0.659,3.63,1.52
2019,Sweden,Western Europe,7.343,1.009,1.487,0.267,1.387,0.373,0.574,3.4,1.52
2020,Sweden,Western Europe,7.353499889,0.986470461,1.433347702,0.272827893,1.322235227,0.442066371,0.650297701,4.53,1.52
2021,Sweden,Western Europe,7.363,0.763,1.062,0.244,1.478,0.448,0.685,3.08,1.52
2022,Sweden,Western Europe,7.384,0.803,1.204,0.218,1.92,0.512,0.724,3.84,1.52
2015,Switzerland,Western Europe,7.587,0.94143,1.34951,0.29678,1.39651,0.41978,0.66557,7.37,1.39
