year,country,region,happiness_score,healthy_life_expectancy,perceptions_of_corruption,freedom_to_make_life_choices,social_support,gdp_per_capita,generosity,temperature,fertility_rate,population
2020,Mauritius,Sub-Saharan Africa,6.101299763,0.763389409,0.084088229,0.590838134,1.395666838,1.07366395,0.186894551,23.59,1.44,1266014.0
2021,Mauritius,Sub-Saharan Africa,6.049,0.574,0.096,0.59,0.996,1.178,0.153,23.7,1.41,1266334.0
2022,Mauritius,Sub-Saharan Africa,6.071,0.568,0.107,0.589,1.116,1.591,0.131,23.27,1.32,1262523.0
2015,Mexico,Latin America and Caribbean,7.187,0.81444,0.21312,0.48181,0.91451,1.02054,0.14074,21.54,2.137,120149897.0
2016,Mexico,Latin America and Caribbean,6.778,0.71143,0.18355,0.37709,0.7146,1.11508,0.11735,21.75,2.086,121519221.0
2017,Mexico,Latin America and Caribbean,6.578000069,0.709978998,0.132774115,0.412730008,1.21086216,1.153183818,0.120990433,22.03,2.041,122839258.0
2018,Mexico,Latin America and Caribbean,6.488,0.761,0.095,0.479,1.252,1.038,0.069,21.66,1.996,124013861.0
2019,Mexico,Latin America and Caribbean,6.595,0.861,0.073,0.433,1.323,1.07,0.074,21.88,1.916,125085311.0
2020,Mexico,Latin America and Caribbean,6.465000153,0.831601024,0.083133668,0.553892553,1.226333499,1.024387479,0.083094485,22.08,1.905,125998302.0
2021,Mexico,Latin America and Caribbean,6.317,0.634,0.089,0.585,0.83,1.126,0.092,21.85,1.822,126705138.0
2022,Mexico,Latin America and Caribbean,6.128,0.623,0.115,0.621,0.886,1.552,0.092,21.7,1.803,127504125.0
2015,Moldova,Central and Eastern Europe,5.889,0.61826,0.01615,0.32818,1.01528,0.59448,0.20951,11.94,1.868,2835978.0
2016,Moldova,Central and Eastern Europe,5.897,0.52309,0.01903,0.25202,0.83132,0.69177,0.19997,11.42,1.89,2803186.0
2017,Moldova,Central and Eastern Europe,5.837999821,0.589465201,0.010091286,0.240729049,1.251825571,0.72887063,0.208779126,11.4,1.81,2755189.0
2018,Moldova,Central and Eastern Europe,5.64,0.62,0.016775005,0.232,1.301,0.657,0.171,11.52,1.809,2707203.0
2019,Moldova,Central and Eastern Europe,5.529,0.739,0.016775005,0.245,1.328,0.685,0.181,12.39,1.78,2664224.0
2020,Moldova,Central and Eastern Europe,5.607500076,0.713299453,0.014378744,0.389571488,1.237312198,0.707916796,0.174049184,12.43,1.77,2635130.0
2021,Moldova,Central and Eastern Europe,5.766,0.542,0.013,0.536,0.888,0.985,0.137,10.95,1.806,2595809.0
2022,Moldova,Central and Eastern Europe,5.857,0.597,0.028,0.561,1.008,1.417,0.102,11.9,1.8,2538894.0
2015,Mongolia,East Asia,4.874,0.60268,0.02666,0.43626,1.3006,0.82819,0.3323,1.98,3.01,2964749.0
2016,Mongolia,East Asia,4.907,0.55469,0.03285,0.35972,1.08983,0.98853,0.34539,1.02,2.957,3029555.0
2017,Mongolia,East Asia,4.954999924,0.557783484,0.032902289,0.394143969,1.493011236,1.027235866,0.33846423,2.17,2.891,3096030.0
2018,Mongolia,East Asia,5.125,0.575,0.032,0.395,1.517,0.914,0.253,1.47,2.923,3163991.0
2019,Mongolia,East Asia,5.285,0.667,0.038,0.317,1.531,0.948,0.235,1.64,2.937,3232430.0
2020,Mongolia,East Asia,5.456200123,0.615788162,0.046533126,0.355703115,1.458930612,0.904872775,0.263885736,1.54,2.9,3294335.0
2021,Mongolia,East Asia,5.677,0.442,0.053,0.397,1.065,0.966,0.263,2.08,2.837,3347782.0
2022,Mongolia,East Asia,5.761,0.467,0.059,0.398,1.197,1.393,0.247,1.31,2.774,3398366.0
2015,Montenegro,Central and Eastern Europe,5.192,0.72521,0.14296,0.1826,0.90557,0.97438,0.1614,10.65,1.74,622159.0
2016,Montenegro,Central and Eastern Europe,5.161,0.63533,0.12721,0.15111,0.74173,1.07838,0.17191,10.34,1.79,622303.0
2017,Montenegro,Central and Eastern Europe,5.236999989,0.667464674,0.088174194,0.194989055,1.238376498,1.121129036,0.197911024,10.4,1.78,622373.0
2018,Montenegro,Central and Eastern Europe,5.347,0.729,0.081,0.259,1.279,1.017,0.111,11.1,1.76,622227.0
2019,Montenegro,Central and Eastern Europe,5.523,0.871,0.08,0.197,1.361,1.051,0.142,11.13,1.77,622028.0
2020,Montenegro,Central and Eastern Europe,5.54610014,0.839028895,0.098435111,0.303223848,1.265657902,1.010150075,0.14901033,10.63,1.75,621306.0
2021,Montenegro,Central and Eastern Europe,5.581,0.637,0.081,0.397,0.891,1.155,0.166,10.25,1.75,619211.0
2022,Montenegro,Central and Eastern Europe,5.547,0.659,0.077,0.46,1.023,1.573,0.135,11.0,1.8,617213.0
2015,Morocco,Middle East and North Africa,5.013,0.60954,0.08546,0.41691,0.64095,0.73479,0.07172,-999.0,2.531,34680458.0
2016,Morocco,Middle East and North Africa,5.151,0.59471,0.08404,0.25646,0.38595,0.84058,0.04053,-999.0,2.451,35107264.0
2017,Morocco,Middle East and North Africa,5.235000134,0.597710669,0.087763183,0.408158332,0.774864435,0.878114581,0.032209955,-999.0,2.451,35528115.0
2018,Morocco,Middle East and North Africa,5.254,0.669,0.074,0.46,0.797,0.779,0.026,-999.0,2.415,35927511.0
2019,Morocco,Middle East and North Africa,5.208,0.782,0.076,0.418,0.782,0.801,0.036,-999.0,2.382,36304408.0
2020,Morocco,Middle East and North Africa,5.094799995,0.745096922,0.077385604,0.450054139,0.645208478,0.75862211,0.040032551,-999.0,2.353,36688772.0
2021,Morocco,Middle East and North Africa,4.918,0.558,0.088,0.477,0.219,0.792,0.034,-999.0,2.328,37076584.0
2022,Morocco,Middle East and North Africa,5.06,0.565,0.102,0.492,0.268,1.208,0.02,-999.0,2.299,37457971.0
2015,Myanmar,Southeast Asia,4.307,0.48246,0.19034,0.44017,0.70905,0.27108,0.79588,23.93,2.248,51483949.0
2016,Myanmar,Southeast Asia,4.395,0.3988,0.20243,0.42692,0.69981,0.34112,0.81971,24.13,2.249,51892349.0
2017,Myanmar,Southeast Asia,4.545000076,0.397522569,0.188816205,0.514492035,1.123235941,0.36711055,0.838075161,23.94,2.234,52288341.0
2018,Myanmar,Southeast Asia,4.308,0.429,0.178,0.58,1.174,0.682,0.598,23.7,2.213,52666014.0
2019,Myanmar,Southeast Asia,4.36,0.555,0.172,0.525,1.181,0.71,0.566,24.2,2.2,53040212.0
2020,Myanmar,Southeast Asia,4.308000088,0.495443076,0.187530354,0.597478867,1.098178267,0.67809093,0.569813728,24.08,2.174,53423198.0
2021,Myanmar,Southeast Asia,4.426,0.341,0.178,0.601,0.713,0.666,0.52,24.11,2.151,53798084.0
2022,Myanmar,Southeast Asia,4.394,0.491,0.194,0.513,0.829,1.038,0.452,23.96,2.127,54179306.0
2015,Nepal,South Asia,4.514,0.56874,0.05907,0.38282,0.86449,0.35997,0.32296,14.08,2.25,27610325.0
2016,Nepal,South Asia,4.793,0.50073,0.07008,0.37012,0.69699,0.44626,0.3816,14.77,2.203,27861186.0
2017,Nepal,South Asia,4.961999893,0.504130781,0.072975546,0.440305948,1.179283261,0.479820192,0.394096166,14.53,2.15,28183426.0
2018,Nepal,South Asia,4.88,0.539,0.078,0.526,1.228,0.425,0.302,14.26,2.104,28506712.0
2019,Nepal,South Asia,4.913,0.677,0.089,0.439,1.226,0.446,0.285,14.08,2.08,28832496.0
2020,Nepal,South Asia,5.137199879,0.66887939,0.127502963,0.480608255,1.100789309,0.444050372,0.300971806,13.89,2.055,29348627.0
2021,Nepal,South Asia,5.269,0.496,0.135,0.488,0.702,0.519,0.287,14.29,2.029,30034989.0
2022,Nepal,South Asia,5.377,0.499,0.13,0.519,0.784,0.984,0.237,14.39,2.008,30547580.0
2015,Netherlands,Western Europe,7.378,0.89284,0.31814,0.61576,1.28017,1.32944,0.4761,10.89,1.66,16939923.0
2016,Netherlands,Western Europe,7.339,0.81231,0.29927,0.55211,1.02912,1.46468,0.47416,10.67,1.66,17030314.0
2017,Netherlands,Western Europe,7.376999855,0.810696125,0.282661825,0.585384488,1.428939223,1.503944635,0.47048983,10.91,1.62,17131296.0
2018,Netherlands,Western Europe,7.441,0.878,0.295,0.638,1.488,1.361,0.333,11.41,1.59,17231624.0
2019,Netherlands,Western Europe,7.488,0.999,0.298,0.557,1.522,1.396,0.322,11.26,1.57,17344874.0
2020,Netherlands,Western Europe,7.448900223,0.975675344,0.368569762,0.61362648,1.463645935,1.338946342,0.336317569,11.69,1.54,17441500.0
2021,Netherlands,Western Europe,7.464,0.753,0.384,0.647,1.079,1.501,0.302,10.41,1.62,17533044.0
2022,Netherlands,Western Europe,7.415,0.787,0.419,0.651,1.206,1.945,0.271,11.72,1.487,17700982.0
2015,New Zealand,North America and ANZ,7.286,0.90837,0.42922,0.63938,1.31967,1.25018,0.47501,10.39,1.99,4609400.0
2016,New Zealand,North America and ANZ,7.334,0.83096,0.41904,0.58147,1.17278,1.36066,0.49401,11.1,1.87,4714100.0
2017,New Zealand,North America and ANZ,7.31400013,0.816759706,0.382816702,0.61406213,1.548195124,1.405706048,0.500005126,10.89,1.81,4813600.0
2018,New Zealand,North America and ANZ,7.324,0.876,0.389,0.669,1.601,1.268,0.365,11.05,1.71,4900600.0
2019,New Zealand,North America and ANZ,7.307,1.026,0.38,0.585,1.557,1.303,0.33,10.9,1.72,4979200.0
2020,New Zealand,North America and ANZ,7.299600124,1.008138299,0.461268276,0.646789908,1.48721838,1.242317915,0.325726211,10.87,1.61,5090200.0
2021,New Zealand,North America and ANZ,7.277,0.785,0.445,0.665,1.094,1.4,0.276,11.18,1.64,5111300.0
2022,New Zealand,North America and ANZ,7.2,0.752,0.483,0.68,1.235,1.852,0.245,11.66,1.66,5117200.0
2015,Nicaragua,Latin America and Caribbean,5.828,0.74314,0.19317,0.55475,1.14184,0.59325,0.27815,26.22,2.48,6298598.0
2016,Nicaragua,Latin America and Caribbean,5.992,0.65213,0.16292,0.46582,0.89521,0.69384,0.29773,26.24,2.455,6389235.0
2017,Nicaragua,Latin America and Caribbean,6.071000099,0.653095961,0.130687982,0.447551847,1.28721571,0.737299204,0.301674217,26.09,2.43,6480532.0
2018,Nicaragua,Latin America and Caribbean,6.141,0.7,0.128,0.527,1.319,0.668,0.208,25.64,2.404,6572233.0
2019,Nicaragua,Latin America and Caribbean,6.105,0.835,0.127,0.435,1.325,0.694,0.2,26.02,2.377,6663924.0
2020,Nicaragua,Latin America and Caribbean,6.13710022,0.803093255,0.174084574,0.560117304,1.27081275,0.620033145,0.212871477,26.26,2.349,6755895.0
2021,Nicaragua,Latin America and Caribbean,5.972,0.604,0.176,0.553,0.904,0.693,0.201,26.09,2.321,6850540.0
2022,Nicaragua,Latin America and Caribbean,6.165,0.617,0.212,0.617,1.029,1.105,0.168,25.81,2.284,6948392.0
2015,Niger,Sub-Saharan Africa,3.845,0.29707,0.15639,0.47692,0.77265,0.0694,0.19387,27.92,7.211,20128124.0
2016,Niger,Sub-Saharan Africa,3.856,0.26162,0.17176,0.38041,0.6053,0.1327,0.2097,28.54,7.141,20921743.0
2017,Niger,Sub-Saharan Africa,4.027999878,0.268505007,0.138572946,0.363658696,0.993025005,0.161925331,0.228673846,28.0,7.084,21737922.0
2018,Niger,Sub-Saharan Africa,4.166,0.221,0.099,0.39,0.867,0.131,0.175,28.13,7.023,22577058.0
2019,Niger,Sub-Saharan Africa,4.628,0.366,0.102,0.318,0.774,0.138,0.188,27.87,6.961,23443393.0
2020,Niger,Sub-Saharan Africa,4.909599781,0.298816353,0.137554765,0.435311615,0.703800142,0.108330332,0.208176896,27.85,6.892,24333639.0
2021,Niger,Sub-Saharan Africa,5.074,0.167,0.157,0.516,0.402,0.162,0.2,28.09,6.82,25252722.0
2022,Niger,Sub-Saharan Africa,5.003,0.326,0.145,0.571,0.56,0.57,0.165,27.61,6.749,26207977.0
2015,Nigeria,Sub-Saharan Africa,5.268,0.16007,0.0403,0.34334,0.90432,0.65435,0.27233,27.38,5.616,183995785.0
2016,Nigeria,Sub-Saharan Africa,4.875,0.05108,0.0305,0.27854,0.64498,0.75216,0.23219,27.79,5.584,188666931.0
2017,Nigeria,Sub-Saharan Africa,5.073999882,0.05691573,0.026121566,0.394952565,1.215770483,0.783756256,0.230947196,27.46,5.523,193495907.0
2018,Nigeria,Sub-Saharan Africa,5.155,0.048,0.032,0.462,1.172,0.689,0.201,27.41,5.447,198387623.0
2019,Nigeria,Sub-Saharan Africa,5.265,0.245,0.041,0.426,1.111,0.696,0.215,27.29,5.379,203304492.0
2020,Nigeria,Sub-Saharan Africa,4.724100113,0.167835936,0.047589935,0.435079455,0.986717939,0.645901859,0.221328124,27.43,5.309,208327405.0
2021,Nigeria,Sub-Saharan Africa,4.759,0.051,0.039,0.433,0.625,0.663,0.212,27.67,5.237,213401323.0
2022,Nigeria,Sub-Saharan Africa,4.552,0.3,0.038,0.444,0.732,1.079,0.175,27.15,5.143,218541212.0
2015,Macedonia,Central and Eastern Europe,5.007,0.73545,0.05327,0.33457,1.00232,0.91851,0.22359,-999.0,1.49,1912430.0
2016,Macedonia,Central and Eastern Europe,5.121,0.64738,0.07047,0.27668,0.78236,1.0193,0.23507,-999.0,1.5,1906313.0
2017,Macedonia,Central and Eastern Europe,5.175000191,0.644948184,0.060277794,0.325905979,1.207893014,1.064577937,0.253760964,-999.0,1.43,1898657.0
2018,Macedonia,Central and Eastern Europe,5.185,0.691,0.052,0.394,1.239,0.959,0.173,-999.0,1.42,1889051.0
2019,Macedonia,Central and Eastern Europe,5.274,0.838,0.034,0.345,1.294,0.983,0.185,-999.0,1.34,1876262.0
2020,Macedonia,Central and Eastern Europe,5.159800053,0.802994132,0.024595059,0.410224587,1.183173537,0.935371995,0.18586354,-999.0,1.31,1856124.0
2021,Macedonia,Central and Eastern Europe,5.101,0.535,0.022,0.45,0.772,1.068,0.212,-999.0,1.6,1837114.0
2022,Macedonia,Central and Eastern Europe,5.199,0.637,0.031,0.488,0.863,1.505,0.215,-999.0,1.6,1831712.0
2015,Norway,Western Europe,7.522,0.88521,0.36503,0.66973,1.33095,1.459,0.34699,2.93,1.72,5188607.0
2016,Norway,Western Europe,7.498,0.79579,0.35776,0.59609,1.1269,1.57744,0.37895,2.61,1.71,5234519.0
2017,Norway,Western Europe,7.537000179,0.796666503,0.315963835,0.635422587,1.53352356,1.616463184,0.362012237,2.28,1.62,5276968.0
2018,Norway,Western Europe,7.594,0.861,0.34,0.686,1.582,1.456,0.286,2.53,1.56,5311916.0
2019,Norway,Western Europe,7.554,1.028,0.341,0.603,1.582,1.488,0.271,2.27,1.53,5347896.0
2020,Norway,Western Europe,7.487999916,1.008071899,0.434100568,0.670200884,1.495172501,1.42420733,0.287985086,3.39,1.48,5379475.0
2021,Norway,Western Europe,7.392,0.782,0.427,0.703,1.108,1.543,0.249,2.11,1.55,5408320.0
2022,Norway,Western Europe,7.365,0.786,0.474,0.728,1.239,1.997,0.217,2.88,1.41,5457127.0
2015,Pakistan,South Asia,5.194,0.51466,0.10464,0.12102,0.41411,0.59543,0.33671,21.54,3.904,210969298.0
2016,Pakistan,South Asia,5.132,0.40306,0.1388,0.14622,0.26135,0.68816,0.31185,22.17,3.827,213524840.0
2017,Pakistan,South Asia,5.269000053,0.402047783,0.124348067,0.235215262,0.67269069,0.726883531,0.315446019,21.93,3.759,216379655.0
2018,Pakistan,South Asia,5.472,0.424,0.113,0.334,0.81,0.652,0.216,22.24,3.685,219731479.0
2019,Pakistan,South Asia,5.653,0.535,0.098,0.313,0.886,0.677,0.22,21.37,3.62,223293280.0
2020,Pakistan,South Asia,5.69329977,0.469933242,0.122592121,0.405421734,0.872979581,0.616799474,0.228705063,21.18,3.555,227196741.0
2021,Pakistan,South Asia,4.934,0.322,0.097,0.418,0.423,0.637,0.252,22.03,3.47,231402117.0
2022,Pakistan,South Asia,4.516,0.374,0.112,0.448,0.413,1.049,0.181,22.23,3.41,235824862.0
2015,Palestine,Middle East and North Africa,4.715,0.66015,0.12905,0.24499,0.92558,0.59867,0.11251,-999.0,-999.0,4270092.0
2016,Palestine,Middle East and North Africa,4.754,0.56844,0.10613,0.17744,0.71629,0.67024,0.11154,-999.0,-999.0,4367088.0
2017,Palestine,Middle East and North Africa,4.775000095,0.565666974,0.089282602,0.254711062,1.155647159,0.716249228,0.114173174,-999.0,-999.0,4454805.0
2018,Palestine,Middle East and North Africa,4.743,0.602,0.076,0.266,1.217,0.642,0.086,-999.0,-999.0,4569087.0
2019,Palestine,Middle East and North Africa,4.696,0.672,0.066,0.225,1.247,0.657,0.103,-999.0,-999.0,4685306.0
2020,Palestine,Middle East and North Africa,4.552800179,0.613826573,0.071913652,0.29870075,1.194755554,0.587819219,0.091816261,-999.0,-999.0,4803269.0
2021,Palestine,Middle East and North Africa,4.517,0.434,0.075,0.33,0.819,0.646,0.082,-999.0,-999.0,4922749.0
2022,Palestine,Middle East and North Africa,4.483,0.521,0.079,0.336,0.957,1.148,0.073,-999.0,-999.0,5043612.0
2015,Panama,Latin America and Caribbean,6.786,0.79661,0.0927,0.5421,1.1985,1.06353,0.24434,26.06,2.564,3957099.0
2016,Panama,Latin America and Caribbean,6.701,0.70835,0.08423,0.48927,0.98912,1.18306,0.2418,26.05,2.528,4026336.0
2017,Panama,Latin America and Caribbean,6.452000141,0.706156135,0.070983924,0.550026834,1.373192549,1.233748436,0.210556939,25.63,2.493,4096063.0
2018,Panama,Latin America and Caribbean,6.43,0.759,0.063,0.597,1.438,1.112,0.125,25.56,2.441,4165255.0
2019,Panama,Latin America and Caribbean,6.321,0.91,0.054,0.516,1.442,1.149,0.109,25.9,2.375,4232532.0
2020,Panama,Latin America and Caribbean,6.304800034,0.878546536,0.054230526,0.57984978,1.376149297,1.097667813,0.097207308,25.89,2.344,4294396.0
2021,Panama,Latin America and Caribbean,6.18,0.667,0.053,0.596,0.976,1.298,0.079,25.59,2.325,4351267.0
2022,Panama,Latin America and Caribbean,6.309,0.709,0.051,0.592,1.107,1.715,0.049,25.33,2.297,4408581.0
2015,Paraguay,Latin America and Caribbean,5.878,0.66098,0.08242,0.53899,1.30477,0.75985,0.3424,24.56,2.645,6177950.0
2016,Paraguay,Latin America and Caribbean,5.538,0.58295,0.07396,0.46235,1.11111,0.89373,0.25296,23.55,2.624,6266615.0
2017,Paraguay,Latin America and Caribbean,5.493000031,0.579250693,0.091065913,0.473507792,1.50728488,0.932537317,0.224150658,24.35,2.591,6355404.0
2018,Paraguay,Latin America and Caribbean,5.681,0.615,0.074,0.541,1.522,0.835,0.162,23.74,2.561,6443328.0
2019,Paraguay,Latin America and Caribbean,5.743,0.777,0.08,0.514,1.475,0.855,0.184,24.25,2.525,6530026.0
2020,Paraguay,Latin America and Caribbean,5.692100048,0.735869646,0.065077379,0.586510062,1.36819756,0.897990823,0.204299241,24.62,2.497,6618695.0
2021,Paraguay,Latin America and Caribbean,5.653,0.549,0.037,0.602,0.97,0.983,0.206,24.01,2.469,6703799.0
2022,Paraguay,Latin America and Caribbean,5.578,0.624,0.059,0.629,1.13,1.409,0.171,23.86,2.444,6780744.0
2015,Peru,Latin America and Caribbean,5.824,0.73017,0.05989,0.41496,0.97459,0.90019,0.14982,20.28,2.338,30711863.0
2016,Peru,Latin America and Caribbean,5.743,0.62994,0.05292,0.37502,0.81255,0.99602,0.14527,20.22,2.306,31132779.0
2017,Peru,Latin America and Caribbean,5.715000153,0.630166113,0.047049087,0.450002879,1.218770385,1.035225272,0.126819715,19.99,2.281,31605486.0
2018,Peru,Latin America and Caribbean,5.663,0.674,0.034,0.53,1.249,0.934,0.092,19.59,2.26,32203944.0
2019,Peru,Latin America and Caribbean,5.697,0.854,0.027,0.455,1.274,0.96,0.083,19.9,2.242,32824861.0
2020,Peru,Latin America and Caribbean,5.796800137,0.824444175,0.02703266,0.513210058,1.208405972,0.91854918,0.091611817,19.96,2.216,33304756.0
2021,Peru,Latin America and Caribbean,5.84,0.623,0.031,0.536,0.833,0.986,0.087,19.79,2.192,33715471.0
2022,Peru,Latin America and Caribbean,5.559,0.735,0.037,0.545,0.865,1.397,0.09,19.58,2.164,34049588.0
2015,Philippines,Southeast Asia,5.073,0.58114,0.12279,0.62545,1.03516,0.70532,0.24991,26.46,2.951,103031365.0
2016,Philippines,Southeast Asia,5.279,0.47036,0.11757,0.54854,0.87877,0.81217,0.21674,26.79,2.892,104875266.0
2017,Philippines,Southeast Asia,5.429999828,0.468009055,0.099331893,0.585214674,1.253917575,0.857699215,0.193513423,26.35,2.865,106738501.0
2018,Philippines,Southeast Asia,5.524,0.513,0.105,0.643,1.312,0.775,0.12,26.55,2.831,108568836.0
2019,Philippines,Southeast Asia,5.631,0.657,0.107,0.558,1.293,0.807,0.117,26.62,2.805,110380804.0
2020,Philippines,Southeast Asia,6.006000042,0.602189481,0.130385727,0.621915162,1.245381713,0.775120676,0.129260212,26.73,2.777,112190977.0
2021,Philippines,Southeast Asia,5.88,0.426,0.126,0.651,0.828,0.853,0.125,26.7,2.748,113880328.0
2022,Philippines,Southeast Asia,5.904,0.514,0.142,0.678,0.912,1.268,0.107,26.61,2.725,115559009.0
2015,Poland,Central and Eastern Europe,5.791,0.77903,0.04212,0.53122,1.27948,1.12555,0.16759,9.79,1.32,37986412.0
2016,Poland,Central and Eastern Europe,5.835,0.69058,0.055,0.4519,1.04685,1.24585,0.14443,9.25,1.39,37970087.0
2017,Poland,Central and Eastern Europe,5.97300005,0.699475348,0.059307806,0.520342112,1.44571197,1.291787863,0.158465967,9.08,1.48,37974826.0
2018,Poland,Central and Eastern Europe,6.123,0.781,0.064,0.546,1.448,1.176,0.108,9.95,1.46,37974750.0
2019,Poland,Central and Eastern Europe,6.182,0.884,0.05,0.483,1.438,1.206,0.117,10.19,1.44,37965475.0
2020,Poland,Central and Eastern Europe,6.186299801,0.868038476,0.160541251,0.557903528,1.310399771,1.16922915,0.063374244,10.03,1.39,37899070.0
2021,Poland,Central and Eastern Europe,6.166,0.668,0.13,0.558,0.982,1.309,0.08,8.75,1.33,37747124.0
2022,Poland,Central and Eastern Europe,6.123,0.712,0.14,0.523,1.174,1.758,0.124,9.7,1.261,36821749.0
2015,Portugal,Western Europe,5.102,0.87519,0.01078,0.51469,1.13935,1.15991,0.13719,16.26,1.31,10358076.0
2016,Portugal,Western Europe,5.123,0.79363,0.01521,0.44727,0.94367,1.27607,0.11691,16.12,1.36,10325452.0
2017,Portugal,Western Europe,5.195000172,0.795843542,0.015869452,0.4984653,1.367043018,1.315175295,0.095102713,16.52,1.38,10300300.0
2018,Portugal,Western Europe,5.41,0.884,0.017,0.562,1.429,1.188,0.055,15.82,1.42,10283822.0
2019,Portugal,Western Europe,5.693,0.999,0.025,0.508,1.431,1.221,0.047,16.13,1.43,10286263.0
2020,Portugal,Western Europe,5.910900116,0.979315281,0.027733466,0.589895189,1.339530349,1.168800831,0.053036947,16.42,1.41,10297081.0
2021,Portugal,Western Europe,5.929,0.76,0.033,0.621,0.939,1.323,0.029,16.1,1.35,10361831.0
2022,Portugal,Western Europe,6.016,0.777,0.039,0.655,1.078,1.76,0.016,16.9,1.43,10409704.0
2015,Romania,Central and Eastern Europe,5.124,0.7689,0.00649,0.35068,0.88588,1.04345,0.13748,11.09,1.62,19815616.0
2016,Romania,Central and Eastern Europe,5.528,0.67602,0.00679,0.36712,0.72803,1.1697,0.12889,10.62,1.69,19702267.0
2017,Romania,Central and Eastern Europe,5.824999809,0.685158312,0.004387901,0.457003742,1.15009129,1.217683911,0.133519918,10.66,1.78,19588715.0
2018,Romania,Central and Eastern Europe,5.945,0.726,0.001,0.528,1.219,1.116,0.088,11.21,1.76,19473970.0
2019,Romania,Central and Eastern Europe,6.07,0.825,0.005,0.462,1.232,1.162,0.083,11.7,1.77,19371648.0
2020,Romania,Central and Eastern Europe,6.123700142,0.79229486,0.000829569,0.534852326,1.1944381,1.120401621,0.068181619,11.3,1.8,19265250.0
2021,Romania,Central and Eastern Europe,6.14,0.595,0.001,0.564,0.832,1.275,0.045,10.35,1.81,19122059.0
2022,Romania,Central and Eastern Europe,6.477,0.655,0.006,0.605,1.006,1.719,0.039,11.2,1.81,19047009.0
2015,Russia,Central and Eastern Europe,5.716,0.66926,0.03005,0.36679,1.23617,1.13764,0.00199,-2.88,1.777,144640716.0
2016,Russia,Central and Eastern Europe,5.856,0.58991,0.03586,0.32682,1.05261,1.23228,0.02736,-3.21,1.762,145015460.0
2017,Russia,Central and Eastern Europe,5.962999821,0.547349334,0.032962881,0.373783112,1.469282389,1.281778097,0.052263822,-2.89,1.621,145293260.0
2018,Russia,Central and Eastern Europe,5.81,0.599,0.025,0.399,1.479,1.151,0.065,-3.41,1.579,145398106.0
2019,Russia,Central and Eastern Europe,5.648,0.726,0.031,0.334,1.452,1.183,0.082,-2.85,1.504,145453291.0
2020,Russia,Central and Eastern Europe,5.546000004,0.68044591,0.045699362,0.399499595,1.378644109,1.126999617,0.099041916,-1.74,1.505,145245148.0
2021,Russia,Central and Eastern Europe,5.477,0.511,0.06,0.409,0.992,1.241,0.115,-3.65,1.505,144746762.0
2022,Russia,Central and Eastern Europe,5.459,0.586,0.08,0.401,1.095,1.685,0.117,-2.87,1.416,144236933.0
2015,Rwanda,Sub-Saharan Africa,3.465,0.42864,0.55191,0.59201,0.7737,0.22208,0.22628,19.07,4.081,11642959.0
2016,Rwanda,Sub-Saharan Africa,3.515,0.31865,0.50521,0.5432,0.61586,0.32846,0.23552,19.32,4.06,11930899.0
2017,Rwanda,Sub-Saharan Africa,3.470999956,0.326424807,0.455220014,0.581843853,0.945707023,0.368745893,0.252756029,19.48,4.027,12230339.0
2018,Rwanda,Sub-Saharan Africa,3.408,0.4,0.444,0.636,0.896,0.332,0.2,19.07,3.994,12531808.0
2019,Rwanda,Sub-Saharan Africa,3.334,0.614,0.411,0.555,0.711,0.359,0.217,19.26,3.939,12835028.0
2020,Rwanda,Sub-Saharan Africa,3.312299967,0.572383285,0.485542476,0.604087889,0.522876322,0.343242675,0.235704988,19.13,3.873,13146362.0
2021,Rwanda,Sub-Saharan Africa,3.415,0.407,0.493,0.627,0.202,0.364,0.227,19.21,3.821,13461888.0
2022,Rwanda,Sub-Saharan Africa,3.268,0.462,0.544,0.621,0.133,0.785,0.187,19.14,3.749,13776698.0
2015,Saudi Arabia,Middle East and North Africa,6.411,0.72025,0.32524,0.31048,1.08393,1.39541,0.13706,26.39,2.637,32749848.0
2016,Saudi Arabia,Middle East and North Africa,6.379,0.59267,0.30008,0.37904,0.84829,1.48953,0.15457,26.36,2.59,33416270.0
2017,Saudi Arabia,Middle East and North Africa,6.343999863,0.59014833,0.273432255,0.449750572,1.286677599,1.530623555,0.147616014,26.37,2.584,34193122.0
2018,Saudi Arabia,Middle East and North Africa,6.371,0.633,0.127,0.509,1.331,1.379,0.098,26.6,2.546,35018133.0
2019,Saudi Arabia,Middle East and North Africa,6.375,0.795,0.132,0.439,1.357,1.403,0.08,26.36,2.504,35827362.0
2020,Saudi Arabia,Middle East and North Africa,6.406499863,0.759818137,0.163322315,0.548477471,1.309950113,1.334328532,0.087440684,26.21,2.465,35997107.0
2021,Saudi Arabia,Middle East and North Africa,6.494,0.571,0.163,0.603,0.964,1.435,0.09,26.8,2.427,35950396.0
2022,Saudi Arabia,Middle East and North Africa,6.523,0.577,0.18,0.651,1.092,1.87,0.078,26.46,2.393,36408820.0
2015,Senegal,Sub-Saharan Africa,3.904,0.4354,0.10713,0.36772,0.97619,0.36498,0.20843,29.14,4.781,14356181.0
2016,Senegal,Sub-Saharan Africa,4.219,0.40457,0.11681,0.31056,0.77416,0.44314,0.19103,29.33,4.683,14751356.0
2017,Senegal,Sub-Saharan Africa,4.534999847,0.409362853,0.115460448,0.377922267,1.179691911,0.479309022,0.183468893,29.34,4.622,15157793.0
